config,cagr_full,sharpe,max_dd,wf_mean_cagr,wf_mean_sharpe,wf_n_pos,wf_n_beats_spy,delta_cagr_vs_v6,delta_sharpe_vs_v6,delta_dd_vs_v6
baseline_v3,0.3977406189318511,0.9553637477926258,-0.49828619285029263,0.42800538003320804,1.0309443895155632,10,9,0.015733814560566772,-0.015299759410582925,-0.038437437875163405
baseline_v6,0.3820068043712843,0.9706635072032087,-0.4598487549751292,0.42483187571768866,1.125386616744096,10,9,0.0,0.0,0.0
pillar1_only,0.2009596930217985,1.0907398473131602,-0.36710126694115863,0.22917700564336368,1.2886732064830926,10,8,-0.1810471113494858,0.1200763401099515,0.0927474880339706
pillar2_only,0.19248554907580484,0.9037837808370426,-0.482778311134374,0.20711295486295728,0.9456815555253588,10,9,-0.18952125529547947,-0.06687972636616613,-0.0229295561592448
pillar4_only,0.29551367575936727,0.8263449695824743,-0.5267900497419225,0.3103094226714288,0.8122725613423676,10,8,-0.08649312861191705,-0.14431853762073443,-0.06694129476679322
pillar3_only,0.2830295704851997,0.80161729344775,-0.549221731415199,0.270429424569493,0.836828041887965,10,8,-0.09897723388608459,-0.1690462137554587,-0.0893729764400698
pillars_1_2,0.18464371201769825,1.0587706970818385,-0.4060763572963163,0.21838798789448727,1.2552814214187926,10,8,-0.19736309235358607,0.08810718987862975,0.05377239767881292
pillars_1_2_4,0.160063954034374,0.8426963625984384,-0.33967840437128954,0.19000898584828724,0.9659600944679699,10,7,-0.2219428503369103,-0.12796714460477032,0.12017035060383968
pillars_1_2_3_4,0.18987988762982666,0.9866677326159805,-0.43100928257164967,0.2425361526843705,1.179146854275072,10,7,-0.19212691674145765,0.0160042254127718,0.02883947240347956
