sweep,drop,name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_sharpe,wf_min_sharpe,wf_mean_dd,wf_min_dd,wf_mean_edge_pp,wf_n_pos,wf_n_beats_spy,wf_n_splits,elapsed_s,w_failure,w_arch,w_novel,w_classic,k
fail_pct,0.0,fail_0pct,0.3820068043712843,0.1194382410561079,26.256856331517643,0.9706635072032087,-0.4598487549751292,4,0.42483187571768866,0.3477814420211862,0.20917687748306846,1.0609166145484568,1.125386616744096,0.8034466698267463,-0.2943144445298633,-0.3968204881178004,27.6771678378254,10,9,10,13.17185664176941,,,,,
fail_pct,0.1,fail_10pct,0.14616566668994202,0.1194382410561079,2.6727425633834123,0.6959173863510701,-0.6775160058932306,4,0.16697774141651317,0.19081503431513624,-0.09188788929912861,0.2581982227115873,0.8756597622233997,-0.028927922205839472,-0.30384003779015545,-0.5761563137538505,1.8917544077078574,9,7,10,13.480979442596436,,,,,
fail_pct,0.2,fail_20pct,0.1970649183091029,0.1194382410561079,7.762667725299499,0.9692016908278124,-0.4576710308651673,4,0.21040943112550387,0.20670354110863187,0.138118409385539,0.33921207416163046,1.0825069288370632,0.6222949446241173,-0.2766987609134469,-0.4576710308651673,6.2349233786069265,10,7,10,13.676635026931763,,,,,
fail_pct,0.3,fail_30pct,0.2009596930217985,0.1194382410561079,8.15214519656906,1.0907398473131602,-0.36710126694115863,4,0.22917700564336368,0.2297174889895306,0.11074976327759667,0.3986652106673543,1.2886732064830926,0.7391189971885332,-0.2167366933045746,-0.36710126694115874,8.111680830392908,10,8,10,13.707293510437012,,,,,
fail_pct,0.4,fail_40pct,0.21094671164567003,0.1194382410561079,9.150847058956213,1.1998548940168974,-0.35457343830948884,4,0.22332965796607435,0.2175285019823473,0.13710574669029518,0.33806131743377366,1.2875594843255538,0.6449670570451648,-0.19108953279862623,-0.354573438309489,7.526946062663976,10,8,10,13.509308099746704,,,,,
fail_penalty,,penalty_w0,0.3820068043712843,0.1194382410561079,26.256856331517643,0.9706635072032087,-0.4598487549751292,4,0.42483187571768866,0.3477814420211862,0.20917687748306846,1.0609166145484568,1.125386616744096,0.8034466698267463,-0.2943144445298633,-0.3968204881178004,27.6771678378254,10,9,10,13.459112882614136,0.0,,,,
fail_penalty,,penalty_w20,0.3163628704466812,0.1194382410561079,19.692462939057332,0.885997435246318,-0.4598487549751292,4,0.35267411303599194,0.28499235565907277,0.19534564435529256,0.7755009962623769,1.1226780814947066,0.894965940164716,-0.24778487277132788,-0.3968204881178004,20.46139156965574,10,9,10,13.345729112625122,0.2,,,,
fail_penalty,,penalty_w40,0.2886010292949823,0.1194382410561079,16.916278823887442,0.8698637031911362,-0.45984875497512934,4,0.31337005770488047,0.2880503996363012,0.2236430768218709,0.42789162797332514,1.195659817442288,0.7991190449689559,-0.2476496349206898,-0.3968204881178004,16.530986036544583,10,9,10,13.454964399337769,0.4,,,,
fail_penalty,,penalty_w60,0.247858356114397,0.1194382410561079,12.84201150582891,0.8556082892948026,-0.4309458972065894,4,0.2528909534338826,0.23422068940804153,0.09355142138859107,0.4519048969039716,1.1418973679341944,0.5479003709617256,-0.19802718457176544,-0.33527025074548744,10.483075609444796,10,8,10,13.479169130325317,0.6,,,,
trend_permissive,0.0,trend_permissive,0.186309851542388,0.1194382410561079,6.68716104862801,0.8313688082749218,-0.4098870124533107,4,0.20595356149877309,0.22574565051744266,0.13385040353120403,0.2682254175178733,0.8792480277080387,0.6148351287844931,-0.31053032088006355,-0.39984086975795,5.789336415933848,10,8,10,13.618361711502075,,,,,
combo,0.1,combo_drop10_wf0_wa0_wn0_wc0,0.14616566668994202,0.1194382410561079,2.6727425633834123,0.6959173863510701,-0.6775160058932306,4,0.16697774141651317,0.19081503431513624,-0.09188788929912861,0.2581982227115873,0.8756597622233997,-0.028927922205839472,-0.30384003779015545,-0.5761563137538505,1.8917544077078574,9,7,10,12.997037410736084,0.0,0.0,0.0,0.0,
combo,0.1,combo_drop10_wf2_wa0_wn0_wc0,0.15370001153514967,0.1194382410561079,3.4261770479041775,0.7524472356350356,-0.7033609265369538,4,0.1873688132288691,0.19406957776130562,-0.12053455329428853,0.3793888604612343,1.0339848989070988,-0.15450235145470545,-0.2738436540081463,-0.5761563137538505,3.9308615889434506,9,8,10,13.305626392364502,0.2,0.0,0.0,0.0,
combo,0.1,combo_drop10_wf4_wa2_wn0_wc0,0.1708565701205702,0.1194382410561079,5.141832906446231,0.8563292444614673,-0.5382127963134639,4,0.1960997634074126,0.19631253446278263,0.020611065516514593,0.36719388097386574,1.0675050079961608,0.21460975448714575,-0.2646858341338568,-0.41282124567078715,4.803956606797797,10,7,10,13.197469711303711,0.4,0.2,0.0,0.0,
combo,0.2,combo_drop20_wf0_wa2_wn0_wc2,0.22222971791998258,0.1194382410561079,10.279147686387468,0.9914320790699204,-0.44086487606884295,4,0.2245573138322535,0.22113901498401034,0.119153558539838,0.4276581682633507,1.073232486421215,0.5557978415620332,-0.2883193880278482,-0.440864876068843,7.649711649281886,10,7,10,13.31477952003479,0.0,0.2,0.0,0.2,
combo,0.1,combo_drop10_wf0_wa1_wn1_wc0,0.15761815541179813,0.1194382410561079,3.8179914355690237,0.7289361018151655,-0.6728140004165227,4,0.1734451973407219,0.19930571060474633,-0.09188788929912861,0.27693288726851883,0.867202849796189,-0.028927922205839472,-0.32508361008226105,-0.5761563137538505,2.5385000001287272,9,6,10,13.59746503829956,0.0,0.1,0.1,0.0,
combo,0.2,combo_drop20_wf4_wa1_wn0_wc0,0.1752731249826298,0.1194382410561079,5.583488392652192,0.9631159693436299,-0.3949041280730341,4,0.16949418505941474,0.18066505501063646,0.03760284717883389,0.346424383294925,0.9827990480677823,0.27365356869050433,-0.22972990922836,-0.39490412807303404,2.143398771998013,10,6,10,13.65942907333374,0.4,0.1,0.0,0.0,
k_drop,0.1,k3_drop10,0.15370001153514967,0.1194382410561079,3.4261770479041775,0.7524472356350356,-0.7033609265369538,4,0.1873688132288691,0.19406957776130562,-0.12053455329428853,0.3793888604612343,1.0339848989070988,-0.15450235145470545,-0.2738436540081463,-0.5761563137538505,3.9308615889434506,9,8,10,13.242072582244873,,,,,3.0
k_drop,0.2,k3_drop20,0.1875823202576945,0.1194382410561079,6.8144079201586605,0.989826791814138,-0.4388431311650661,4,0.2062735294130425,0.18418637484121814,0.11701116377274534,0.37259169645136847,1.1611256893645452,0.6004526889414253,-0.2500650302917686,-0.43884313116506624,5.8213332073607855,10,7,10,13.6118004322052,,,,,3.0
k_drop,0.1,k4_drop10,0.18923315216954473,0.1194382410561079,6.979491111343683,1.0010057090042488,-0.5204573919684287,4,0.2167033119662623,0.19794951301805663,0.09279942741644698,0.35473600819583284,1.201289257894355,0.44795560872370327,-0.24018761046221285,-0.40902092077558627,6.864311462682768,10,9,10,13.235669136047363,,,,,4.0
k_drop,0.2,k4_drop20,0.20302502605818296,0.1194382410561079,8.358678500207507,1.1578988685748146,-0.39772071335709563,4,0.2210776688403317,0.19991764947264612,0.1483594502810457,0.3605453787235835,1.2785100638047533,0.7454738623559767,-0.22352928095010444,-0.3977207133570955,7.30174715008971,10,8,10,13.15268874168396,,,,,4.0
k_drop,0.1,k5_drop10,0.18073360342378608,0.1194382410561079,6.129536236767819,1.0397252029168764,-0.37355851755698605,4,0.18705191870899013,0.17987654666921105,0.12877625492207967,0.3045588612524175,1.107428503160712,0.6000877712309103,-0.2300744643315668,-0.3735585175569862,3.8991721369555528,10,7,10,13.158041715621948,,,,,5.0
k_drop,0.2,k5_drop20,0.2013504147277485,0.1194382410561079,8.191217367164061,1.2166925838775988,-0.37137612786170626,4,0.2008201966293318,0.19744297599333271,0.09910269076565914,0.36308194303490327,1.2326286584255852,0.49697319709447474,-0.21106492802287172,-0.3713761278617061,5.27599992898972,10,7,10,12.932071924209595,,,,,5.0
