date,equity,ret_m,regime,n_picks,gross,picks,weights_csv
2003-09-30,1.0958776338946568,0.09697460850316,bull,3,1.0,"NVDA,AAPL,CSX","0.1630,0.3545,0.4825"
2003-10-31,1.1342343539764486,0.035000915152794444,recovery,3,1.0,"NVDA,AAPL,CSX","0.1630,0.3545,0.4825"
2003-11-28,1.1933370448185958,0.05210800628189617,recovery,3,1.0,"NVDA,AAPL,CSX","0.1630,0.3545,0.4825"
2003-12-31,1.1387667397138048,-0.04572916372765955,recovery,3,1.0,"NVDA,AAPL,CSX","0.1630,0.3545,0.4825"
2004-01-30,1.1643440226292132,0.022460511027777838,recovery,3,1.0,"NVDA,AAPL,CSX","0.1630,0.3545,0.4825"
2004-02-27,1.2314938408445664,0.0576718022425379,recovery,3,1.0,"NVDA,AAPL,CSX","0.1630,0.3545,0.4825"
2004-03-31,1.1705306200482792,-0.048552023965390656,bull,3,1.0,"AAPL,NVDA,WMB","0.4122,0.2481,0.3397"
2004-04-30,1.3168241003923566,0.12498048136326718,bull,3,1.0,"AAPL,NVDA,WMB","0.4122,0.2481,0.3397"
2004-05-31,1.3619694644511533,0.03428351899494041,recovery,3,1.0,"AAPL,NVDA,WMB","0.4122,0.2481,0.3397"
2004-06-30,1.2848794933513534,-0.05660183514530235,recovery,3,1.0,"AAPL,NVDA,WMB","0.4122,0.2481,0.3397"
2004-07-30,1.249923642690812,-0.02720554794548563,normal,3,1.0,"AAPL,NVDA,WMB","0.4122,0.2481,0.3397"
2004-08-31,1.372328578903986,0.09792993110336169,normal,3,1.0,"AAPL,NVDA,WMB","0.4122,0.2481,0.3397"
2004-09-30,1.5232238057107952,0.11106667725509646,normal,3,1.0,"AAPL,CNP,PTC","0.3066,0.4719,0.2215"
2004-10-29,1.748070232562276,0.14761220643250025,normal,3,1.0,"AAPL,CNP,PTC","0.3066,0.4719,0.2215"
2004-11-30,1.7398820583851449,-0.00468412196753038,recovery,3,1.0,"AAPL,CNP,PTC","0.3066,0.4719,0.2215"
2004-12-31,1.8273657739848936,0.05028140567237417,recovery,3,1.0,"AAPL,CNP,PTC","0.3066,0.4719,0.2215"
2005-01-31,1.9908410822052967,0.08945954364895217,normal,3,1.0,"AAPL,CNP,PTC","0.3066,0.4719,0.2215"
2005-02-28,1.9438206943097607,-0.0236183532255877,recovery,3,1.0,"AAPL,CNP,PTC","0.3066,0.4719,0.2215"
2005-03-31,1.8164975270022699,-0.06456606405726728,normal,3,1.0,"CSX,NVDA,WMB","0.4685,0.1713,0.3601"
2005-04-29,1.976146572525376,0.08788839134098453,normal,3,1.0,"CSX,NVDA,WMB","0.4685,0.1713,0.3601"
2005-05-31,2.0202293900187653,0.022307463477800098,recovery,3,1.0,"CSX,NVDA,WMB","0.4685,0.1713,0.3601"
2005-06-30,2.1743101964105627,0.07626896586746819,normal,3,1.0,"CSX,NVDA,WMB","0.4685,0.1713,0.3601"
