date,ticker,ensemble_score,gb_score,neural_score,fwd_return_30d,label,close
2023-04-03,FIS,0.716280460357666,0.8089218139648438,0.5773183703422546,0.015159773614047412,0,50.06864929199219
2023-04-03,TSLA,0.6359784603118896,0.7480084300041199,0.46793344616889954,-0.145042867897058,0,194.7700042724609
2023-04-03,NVDA,0.6017614603042603,0.6698653697967529,0.49960559606552124,0.04462722989208556,0,27.94026756286621
2023-04-04,FIS,0.7079465985298157,0.8093860149383545,0.5557874441146851,0.057223882286035144,0,49.01340103149414
2023-04-04,TSLA,0.6500283479690552,0.8006538152694702,0.424090176820755,-0.09720636121462745,0,192.5800018310547
2023-04-04,NVDA,0.645253598690033,0.6962133646011353,0.5688139200210571,0.09926061922401153,0,27.4287166595459
2023-04-05,FIS,0.7239500284194946,0.8222382664680481,0.576517641544342,0.07688018783908102,0,49.72615432739258
2023-04-05,TSLA,0.6556530594825745,0.7730686664581299,0.47952955961227417,-0.046517920892984455,0,185.5200042724609
2023-04-05,NVDA,0.6455864906311035,0.707322359085083,0.5529826879501343,0.17845318345676286,1,26.857223510742188
2023-04-06,FIS,0.7348619699478149,0.8132185339927673,0.617327094078064,0.025437399300969776,0,51.309024810791016
2023-04-06,TSLA,0.6566346883773804,0.7747901678085327,0.4794014096260071,-0.026585962573502764,0,185.05999755859372
2023-04-06,NVDA,0.6503903865814209,0.7233485579490662,0.5409529805183411,0.15634136495908213,1,27.013086318969727
2023-04-10,FIS,0.7365677952766418,0.8161314725875854,0.617222249507904,0.05083202676676213,0,50.6240348815918
2023-04-10,NVDA,0.6476913094520569,0.6955407857894897,0.5759170055389404,0.13042548295966605,1,27.55460357666016
2023-04-10,SCHW,0.6418027281761169,0.770971953868866,0.4480488896369934,0.010144722579412013,0,49.49766159057617
2023-04-11,FIS,0.7206641435623169,0.8024036884307861,0.5980547666549683,-0.003749889797865391,0,51.836647033691406
2023-04-11,SCHW,0.6864455938339233,0.8044927716255188,0.5093747973442078,0.026281570648963637,0,49.488094329833984
