asof,spy_ret_21d,spy_mom_6_1,spy_mom_12_1,spy_dsma200
2014-01-31,,,,
2014-02-28,0.050408379498839695,,,
2014-03-31,0.008295561378028227,,,
2014-04-30,0.006951685436183963,,,
2014-05-31,0.023206380597593057,,,
2014-06-30,0.020644663681796294,,,
2014-07-31,-0.019996986371123238,0.0872708700108491,,
2014-08-31,0.03946335939057444,0.09504715996732815,,
2014-09-30,-0.013796505371258427,0.056517561200773336,,
2014-10-31,0.03745269231674708,0.08042441820125723,,0.06184002466338523
2014-11-30,0.04588358497105305,0.08432372413961597,,0.07624298932577744
2014-12-31,0.0044436628798600886,0.05278367728754585,,0.05975961197557367
2015-01-31,-0.039258242992021186,0.04349398644941194,0.13456061449794143,0.018033068296129384
2015-02-28,0.05256325901356873,0.06273595884528249,0.1558298227418795,0.06320868119565093
2015-03-31,-0.021880964348477083,0.055460964358762244,0.1254704713884789,0.03530306738431199
2015-04-30,0.009834013042054668,0.06116755423627529,0.12869205059251976,0.036720962514934286
2015-05-31,0.0027069620775292957,0.029660718260076768,0.11907495961589043,0.04034432449263026
2015-06-30,-0.022303136068551166,-0.00452927121080382,0.07244041125405065,0.011442916216673593
2015-07-31,0.014457701589660976,0.06526999212915574,0.11160283073178645,0.025386051484855843
2015-08-31,-0.06095023870698968,-0.05495392527538967,0.004220459933591547,-0.04186710820807549
2015-09-30,-0.025515639024101033,-0.05900187064203144,-0.007712770734295327,-0.06261685420938934
2015-10-31,0.0822359478895982,-0.006115704645857423,0.06394580491352286,0.0163322652307496
2015-11-30,-0.0006702158743852049,-0.0026715890396026287,0.027533134972368645,0.01659356832683967
2015-12-31,-0.026565036520945218,-0.005598182968019616,0.012342766146862028,-0.0008047523111305299
2016-01-31,-0.06595956585485252,-0.07083769488890768,-0.021152341740329095,-0.04473199859694832
2016-02-29,0.023531681515311043,-0.017793794473836777,-0.062212896522046424,-0.03782422112732331
2016-03-31,0.042753866717307965,0.10466398742026528,0.016838174823245344,0.029889243308728553
2016-04-30,0.003941332254370211,-0.0015386901838970735,0.010904622675487197,0.03290633360958961
2016-05-31,0.017011388917275605,0.012490596414171495,0.012988949699509478,0.05042781357608339
2016-06-30,0.0014236098002300412,0.027803000908734,0.03143120512869246,0.04610730079278391
2016-07-31,0.05061437450103301,0.13243207755371,0.05221319956154846,0.07253743515246946
2016-08-31,0.008490166907107355,0.09939697714155438,0.15812366995099203,0.06491258433181502
2016-09-30,5.778217861163171e-05,0.059505998615607014,0.150041418975146,0.05828658755865668
2016-10-31,-0.017337103943722232,0.041592010397675905,0.04422980363804441,0.03065291788153046
2016-11-30,0.036838471808046336,0.055640138820823415,0.06856535183448598,0.05209648530358191
2016-12-31,0.020271868356034783,0.07652098212796199,0.11997946332256726,0.057402092670614024
2017-01-31,0.014174331204947821,0.06032648179434452,0.20018603780494026,0.06371483972247982
2017-02-28,0.03275530980531283,0.10021356202746778,0.24792307685133275,0.09166339438240234
2017-03-31,-0.006314087232550114,0.1093769861259053,0.16281161593756388,0.07485465618401177
2017-04-30,0.010783818967272207,0.12531665141682935,0.17135367575359872,0.07157065721786182
2017-05-31,0.011563515657923018,0.10631166338526321,0.17435509691520168,0.07296244092383763
2017-06-30,-0.0015650954997484812,0.08774791175714114,0.1777475516726943,0.06437630212121981
2017-07-31,0.022456832355437717,0.09449444826699449,0.15966113399930748,0.07060161529571518
2017-08-31,0.00020226100629305854,0.047642242240075516,0.16165316539076002,0.05505146487299162
2017-09-30,0.026286751176167078,0.07621967081519743,0.1939333348183776,0.0620360688284427
2017-10-31,0.019142509600190483,0.08892305067757222,0.2343140454504471,0.07082784210104442
2017-11-30,0.030565807500037012,0.09605583972621212,0.2268466936224709,0.0876871688534302
2017-12-31,0.020989114343172854,0.11478592909624163,0.21260606643068125,0.08616913366778745
2018-01-31,0.056358902622182905,0.15133056431288594,0.26304440393971884,0.12487030809990585
2018-02-28,-0.04577053366873174,0.1219428789176169,0.17110502195467014,0.06942567418705159
2018-03-31,-0.027410506522685618,0.06200539784546111,0.13854868261560616,0.026294953246923658
2018-04-30,0.0051682557130405815,0.04423309608904802,0.13222330222736223,0.020919456141477832
2018-05-31,0.022491945425558324,0.040116866750864455,0.14360652076852554,0.033943428903968176
2018-06-30,0.00575122276337825,0.021351883166237595,0.14502854238135687,0.026235056233768983
2018-07-31,0.03704628142817512,0.00697437934502787,0.16136696868676825,0.05141260413814752
2018-08-31,0.02804631045546313,0.0756513089233326,0.19495143144310356,0.07020217830333686
2018-09-30,0.00190771086019903,0.13934575860387732,0.18245568000022283,0.0646364135052877
2018-10-31,-0.07178620302849814,0.03981363199518606,0.07163512796156901,-0.013509994823964977
2018-11-30,0.018548892085191948,0.011790252028210269,0.05913932362324159,0.004547166447813167
2018-12-31,-0.0844945277586362,-0.06916326058729738,-0.049288143280515784,-0.07982974359821049
2019-01-31,0.08006561264197898,-0.030549772726731095,-0.023788459085603897,-0.006007542674237087
2019-02-28,0.05797030776984302,-0.0283101603364474,0.03477569768801536,0.021840923105247434
2019-03-31,0.01810087622262624,-0.01551974620580876,0.10826423521387074,0.03600082281281969
2019-04-30,0.04085205743784326,0.0998205752161645,0.12441518801044738,0.0704218122827085
2019-05-31,-0.05668088646466862,0.036129022303701186,0.029347442948881808,-0.0007966676142924234
2019-06-30,0.05517299321100566,0.1920902614162403,0.10931979668218883,0.0663637858838646
2019-07-31,0.005986381836519339,0.12188123037839116,0.08345366378913344,0.07617200713215566
2019-08-31,-0.00810592044006675,0.05643145729816368,0.023173249491874603,0.049796695068389685
2019-09-30,0.019005150865202936,0.0481424894044733,0.041202813155720275,0.057600528180363986
2019-10-31,0.05301035295384038,0.041434006994077066,0.15531132178929163,0.06004281384439314
2019-11-30,0.03343855486107894,0.15561544244358583,0.16744115636797807,0.08127056185935722
2019-12-31,0.029055350123284196,0.09616463302013578,0.31223854399622275,0.09572691207979522
2020-01-31,-0.00040401336543449684,0.10163050307795385,0.2144710161424388,0.07760054336724442
2020-02-29,-0.09295207485331525,0.03531213451503734,0.08321343329724118,-0.0206032255729397
2020-03-31,-0.1611967605049629,-0.12207989638466943,-0.07981463709839431,-0.13831834999837544
2020-04-30,0.12698361177701623,-0.03161303089585088,0.015781630711234396,-0.023633035503686117
2020-05-31,0.037890915802053504,-0.020585507275488357,0.11291975320782965,0.022618983967118256
2020-06-30,0.013637472381986093,-0.029718031433799252,0.06377435103344897,0.03217783447583966
2020-07-31,0.05152647013427991,0.025348436296143362,0.1295551137071136,0.08142714564632247
2020-08-31,0.0697968076101334,0.17542703310646623,0.21826965153344924,0.14125831761489382
2020-09-30,-0.03744338866897157,0.3719692910776007,0.16411883789620174,0.08791402452933017
2020-10-31,-0.031153637536039502,0.16122967449930403,0.09733493794200299,0.052379050112351555
2020-11-30,0.09721837977049175,0.1851109506207722,0.17419586558330535,0.15630258949277143
