asof,spy_ret_21d,spy_mom_6_1,spy_mom_12_1,spy_dsma200
2020-12-31,0.025828681787686714,0.2073689066793023,0.17235254355480922,0.1669682928278784
2021-01-31,-0.003741662384290967,0.1517940205097963,0.15045483965020812,0.113940275002121
2021-02-28,0.015891508161928636,0.10340456359836936,0.30235302648229534,0.11119712494273015
2021-03-31,0.028685454123881682,0.20144142280923516,0.5623117240014899,0.12695430837129162
2021-04-30,0.052910397077162274,0.28712205029056426,0.45962571282020326,0.1505803618113828
2021-05-31,-4.7838195820215645e-05,0.166966580848515,0.40239228410593775,0.1293883823161226
2021-06-30,0.023328823019991507,0.15992857676775185,0.4088592805385243,0.12627261692134462
2021-07-31,0.024412467579105535,0.19270800622450546,0.37375394978354626,0.12191480720998937
2021-08-31,0.031924849294604485,0.19165517061780935,0.31197439770237145,0.12214592955082826
2021-09-30,-0.04660552271729834,0.07816380834434145,0.2994863163176309,0.04672784908686811
2021-10-31,0.07016367845899496,0.10528108294230387,0.4113565258565104,0.0988924153814017
2021-11-30,-0.008034769572340394,0.09084454904565398,0.2759689658859703,0.0670427602334378
2021-12-31,0.05799920342227205,0.10245221242320435,0.2872875346159349,0.09317867340766428
2022-01-31,-0.05512846391109383,0.03507180778300456,0.2117776321705278,0.021923779422387435
2022-02-28,0.012498930065960367,-0.02372520890426988,0.13571083391667682,-0.014794485443509808
2022-03-31,0.034604917233692856,0.0594090811606558,0.1422165295387523,0.01606010151591275
2022-04-30,-0.10180958635013082,-0.09510421104786915,0.0002916681641575991,-0.07583700783343039
2022-05-31,0.0022573621410670874,-0.10532066166405452,-0.0031120617052596833,-0.06687712003301038
2022-06-30,-0.08246041097082257,-0.20403646248846596,-0.10616790162155831,-0.1328053023624396
2022-07-31,0.08321497154546886,-0.0375311481148044,-0.0517471224354874,-0.04363219001503771
2022-08-31,-0.0315638457276316,-0.09082159916110011,-0.11241307758800068,-0.07346331356941771
2022-09-30,-0.09244603471814072,-0.20246999691807355,-0.15508947223692127,-0.14344262583934342
2022-10-31,0.08127557572922828,-0.06033658452969182,-0.14631646005568066,-0.0517032127079764
2022-11-30,0.0555914101901025,0.0037426495199623933,-0.09155988118918279,0.014185427616533186
2022-12-31,-0.05762818548695181,0.011867308976317492,-0.18381569479529003,-0.03559455919557808
2023-01-31,0.060087585006339594,-0.001816139343666423,-0.06533664418885343,0.037724301103211344
2023-02-28,-0.023220038599752635,-0.013804379930305477,-0.08009440198588547,0.013815796389632373
2023-03-31,0.03303698901130381,0.13795730034335563,-0.09237833558553177,0.05096687777572417
2023-04-30,0.03632732647808612,0.0979391355136372,0.013676780720605963,0.058568218717788945
2023-05-31,0.0056316444887321015,0.06430963852161442,0.02328541432966258,0.058982972616232976
2023-06-30,0.06479964061928056,0.18575012193624363,0.184515551105233,0.11844281874923768
2023-07-31,0.04492033488699465,0.13696579578541557,0.14577697152488955,0.13183900125516823
2023-08-31,0.000488818316114914,0.14061496334900636,0.1494039150434492,0.09087061239598793
2023-09-30,-0.048828347480050716,0.06658765002582911,0.17186081830199207,0.027372825356430708
2023-10-31,-0.021319321208173703,0.025299510905248956,0.09193195559833978,-0.006311772868570986
2023-11-30,0.0913437229817895,0.0898277108392973,0.17294924639871967,0.07254050220470454
2023-12-31,0.04977253850244745,0.080401793354274,0.28108655820996664,0.10214390559714581
2024-01-31,0.01592649866537532,0.0658693058539428,0.223742732273996,0.09811358386427371
2024-02-29,0.03501790998535581,0.13977072998955675,0.3016759404027958,0.13147117333213942
2024-03-31,0.03641438382531015,0.2365273784373616,0.3413667248365071,0.1429191964237979
2024-04-30,-0.038647124638768515,0.23108303592011592,0.2243628604573764,0.07749658561749495
2024-05-31,0.05400209697228542,0.1683715111425903,0.2803801821782166,0.11204507276798314
2024-06-30,0.037779491683135547,0.14934027757670254,0.26453925290030633,0.12826022315849928
2024-07-31,0.010030386105813083,0.12918128290750208,0.22002302015391906,0.11067307392745684
2024-08-31,0.03806573865464147,0.10608478087873507,0.2672989103471137,0.10641051607783059
2024-09-30,0.03075125409175894,0.10574657964921741,0.35703980636109445,0.1056089648293228
2024-10-31,-0.00038651755979091096,0.13305022071543537,0.3781192810984024,0.06991067286418562
2024-11-30,0.03886130744471905,0.14975832066411665,0.3433448665631009,0.11165408899630491
2024-12-31,-0.02406010820160942,0.07439998120232261,0.2488646784300117,0.0649551782349691
2025-01-31,0.023120569481239972,0.09964900085229567,0.24170306953034792,0.07730211331351411
2025-02-28,-0.01267847904757946,0.06490569672713775,0.18714948075289217,0.04589228577169102
2025-03-31,-0.05571922014163422,-0.016318105460943033,0.08284037704978853,-0.020220374789928774
2025-04-30,-0.008670070494192106,-0.03619743411191234,0.10494212702636596,-0.02726453079479174
2025-05-31,0.06284486771162645,-0.007325752907852645,0.12661414000093463,0.02584127280447679
2025-06-30,0.050210231148067,0.03366158879708636,0.14671676965288039,0.06862689003428457
2025-07-31,0.023362682849826344,0.056572091068814334,0.1747424497809391,0.07986986030417942
2025-08-31,0.020519537835420598,0.09209861143025977,0.16298203269988032,0.08966059896971479
2025-09-30,0.035620412937162005,0.19773656211359847,0.17819177057860158,0.1156764088243496
2025-10-31,0.019186564158547803,0.21034114175910745,0.18664090392989596,0.12410740269636111
2025-11-30,-0.0058192059872651525,0.1661387588846146,0.15759591448075594,0.11325332341797534
2025-12-31,0.005387622220377475,0.10537697943631286,0.15952316778104425,0.09366347329059499
2026-01-31,0.007219574041390064,0.1010295556601215,0.1633170999523823,0.08424406175544696
2026-02-28,-0.013560122748681236,0.06695405871220173,0.16736599033208632,0.052547834002006244
2026-03-31,-0.04991974157518375,-0.014520490754445281,0.18380884354897864,-0.0122620346952248
2026-04-30,0.10505265471572445,0.05194889546717252,0.31133348561378504,0.07675827614022568
2026-05-31,0.08487891669797376,0.09480798183323147,0.32954772235156304,0.10001125595973948
