asof,ticker,entry_date,entry_px,basket_id,status,exit_date,exit_px,return
2015-01-31,AAL,2015-01-31,45.36924821141353,1,exited,2015-07-31,38.14992141723633,-0.15912379152804734
2015-01-31,AMAT,2015-01-31,19.767480047170807,1,exited,2015-07-31,15.2571439743042,-0.22816950173232342
2015-01-31,AVGO,2015-01-31,7.8381315079804414,1,exited,2015-07-31,9.507187843322754,0.2129405884097444
2015-07-31,NFLX,2015-07-31,11.430999755859375,2,exited,2016-01-31,9.184000015258789,-0.19657071022583172
2015-07-31,NVDA,2015-07-31,0.48273369669914246,2,exited,2016-01-31,0.7144197225570679,0.4799458323339727
2015-07-31,AVGO,2015-07-31,9.507187843322754,2,exited,2016-01-31,10.221513748168945,0.07513535196928811
2016-02-29,NVDA,2016-02-29,0.7676964402198792,3,exited,2016-08-31,1.5082846879959106,0.9646889173589452
2016-02-29,MU,2016-02-29,10.371658325195312,3,exited,2016-08-31,16.08924102783203,0.5512698667239455
2016-02-29,LRCX,2016-02-29,6.35723876953125,3,exited,2016-08-31,8.15579605102539,0.2829148544984974
2016-08-31,NVDA,2016-08-31,1.5082846879959106,4,exited,2017-02-28,2.502173662185669,0.6589531685230852
2016-08-31,AVGO,2016-08-31,13.57383918762207,4,exited,2017-02-28,16.37105941772461,0.20607436049878314
2016-08-31,NTES,2016-08-31,35.697330474853516,4,exited,2017-02-28,51.546085357666016,0.44397591282006177
2017-02-28,NVDA,2017-02-28,2.502173662185669,5,exited,2017-08-31,4.1859331130981445,0.6729187011910669
2017-02-28,TSCO,2017-02-28,12.310195922851562,5,exited,2017-08-31,10.432087898254395,-0.15256524237041702
2017-02-28,LBTYA,2017-02-28,18.392581939697266,5,exited,2017-08-31,17.51674461364746,-0.04761905255724097
2017-08-31,NVDA,2017-08-31,4.1859331130981445,6,exited,2018-02-28,5.986364364624023,0.4301146728532701
2017-08-31,CSX,2017-08-31,14.92154598236084,6,exited,2018-02-28,16.093570709228516,0.07854579734922629
2017-08-31,AMZN,2017-08-31,49.029998779296875,6,exited,2018-02-28,75.62249755859375,0.5423720057387738
2018-02-28,NVDA,2018-02-28,5.986364364624023,7,exited,2018-08-31,6.951286792755127,0.16118671857550826
2018-02-28,CSX,2018-02-28,16.093570709228516,7,exited,2018-08-31,22.359148025512695,0.3893217626770247
2018-02-28,AVGO,2018-02-28,19.504587173461914,7,exited,2018-08-31,17.823650360107422,-0.08618161453022632
2018-08-31,NVDA,2018-08-31,6.951286792755127,8,exited,2019-02-28,3.828148126602173,-0.44928928402263557
2018-08-31,LRCX,2018-08-31,15.550701141357422,8,exited,2019-02-28,16.039695739746094,0.03144518012041142
2018-08-31,CSX,2018-08-31,22.359148025512695,8,exited,2019-02-28,22.049100875854492,-0.013866679951509142
2019-02-28,NVDA,2019-02-28,3.828148126602173,9,exited,2019-08-31,4.165826797485352,0.08820940562268653
2019-02-28,WDC,2019-02-28,35.92926788330078,9,exited,2019-08-31,41.83803939819336,0.16445566144248813
2019-02-28,CSX,2019-02-28,22.049100875854492,9,exited,2019-08-31,20.47617530822754,-0.07133740175997072
2019-09-30,NVDA,2019-09-30,4.328969478607178,10,exited,2020-03-31,6.564262390136719,0.5163568194638171
2019-09-30,LRCX,2019-09-30,21.410249710083008,10,exited,2020-03-31,22.463592529296875,0.04919806323967357
2019-09-30,AVGO,2019-09-30,23.512428283691406,10,exited,2020-03-31,20.74468994140625,-0.11771384515843064
2020-04-30,WDC,2020-04-30,34.68023681640625,11,exited,2020-10-31,28.395946502685547,-0.1812066724627377
2020-04-30,NVDA,2020-04-30,7.2784624099731445,11,exited,2020-10-31,12.494483947753906,0.7166378341988315
2020-04-30,CSX,2020-04-30,20.372865676879883,11,exited,2020-10-31,24.45209503173828,0.2002285500506542
2020-11-30,PDD,2020-11-30,138.80999755859375,12,exited,2021-05-31,124.87999725341797,-0.10035300446782103
2020-11-30,AVGO,2020-11-30,35.82121658325195,12,exited,2021-05-31,42.823299407958984,0.19547306017464594
2020-11-30,NVDA,2020-11-30,13.359247207641602,12,exited,2021-05-31,16.203662872314453,0.21291736132001682
2021-05-31,FOX,2021-05-31,33.82889175415039,13,exited,2021-11-30,31.55058479309082,-0.06734796332132431
2021-05-31,FOXA,2021-05-31,35.01844787597656,13,exited,2021-11-30,33.69900894165039,-0.03767839565588904
2021-05-31,CPRT,2021-05-31,32.252498626708984,13,exited,2021-11-30,36.290000915527344,0.1251841705521326
2021-11-30,CPRT,2021-11-30,36.290000915527344,14,exited,2022-05-31,28.63249969482422,-0.21100857061226252
2021-11-30,CDW,2021-11-30,179.161865234375,14,exited,2022-05-31,161.69000244140625,-0.09751998713628318
2021-11-30,CDNS,2021-11-30,177.4600067138672,14,exited,2022-05-31,153.72999572753906,-0.13372033184124632
2022-05-31,NFLX,2022-05-31,19.743999481201172,15,exited,2022-11-30,30.55299949645996,0.5474574705874737
2022-05-31,NVDA,2022-05-31,18.6380672454834,15,exited,2022-11-30,16.905160903930664,-0.09297671903038518
