split,from,to,n_m,cagr,spy_cagr,edge_pp,sharpe,max_dd
A1,2017-01-01,2022-12-31,52,0.29373768963948943,0.10121202563314458,19.252566400634485,1.0090802905437395,-0.3049578362378846
A2,2018-01-01,2024-12-31,60,0.38875028223305064,0.15739792828292032,23.135235395013034,1.2537834456857297,-0.30495783623788475
R1,2018-01-01,2020-12-31,26,0.31442087662606966,0.13160622441820813,18.281465220786153,0.9853877575953015,-0.30495783623788475
R2,2019-01-01,2021-12-31,25,0.5499914716349883,0.19888129884031613,35.11101727946722,1.4774327570639203,-0.1978595353021116
R3,2020-01-01,2022-12-31,26,0.47824841351968783,0.08639360639630156,39.18548071233863,1.3269746847875377,-0.2818039741812607
R4,2021-01-01,2023-12-31,26,0.3862933850665957,0.095370318498464,29.09230665681317,1.2659922051822152,-0.2818039741812607
R5,2022-01-01,2024-12-31,26,0.42793625085539166,0.1739486624911084,25.398758836428325,1.4802122878580055,-0.18191638118564457
STRICT,2023-01-01,2024-12-31,17,0.6963669577443372,0.378243532505661,31.81234252386762,2.6606169509199917,-0.05773992842057171
