split,from,to,n_m,cagr,spy_cagr,edge_pp,sharpe,max_dd
A1,2017-01-01,2022-12-31,52,0.29373768963948943,0.11444593478624232,17.929175485324713,1.0090802905437395,-0.3049578362378846
A2,2018-01-01,2024-12-31,60,0.38875028223305064,0.18858986696136282,20.01604152716878,1.2537834456857297,-0.30495783623788475
R1,2018-01-01,2020-12-31,26,0.31442087662606966,0.24965061478902628,6.4770261837043375,0.9853877575953015,-0.30495783623788475
R2,2019-01-01,2021-12-31,25,0.5499914716349883,0.26877734180983137,28.121412982515693,1.4774327570639203,-0.1978595353021116
R3,2020-01-01,2022-12-31,26,0.47824841351968783,0.053620688766286895,42.462772475340095,1.3269746847875377,-0.2818039741812607
R4,2021-01-01,2023-12-31,26,0.3862933850665957,0.056261431102619275,33.00319539639764,1.2659922051822152,-0.2818039741812607
R5,2022-01-01,2024-12-31,26,0.42793625085539166,0.15359121759897976,27.43450332564119,1.4802122878580055,-0.18191638118564457
STRICT,2023-01-01,2024-12-31,17,0.6963669577443372,0.4676727578905684,22.869419985376883,2.6606169509199917,-0.05773992842057171
