date,ret_m,equity,regime,n_picks,picks,qqq_eq
2015-01-31,-0.0412904754380046,0.9587095245619954,bull,3,"AAL,AMAT,AVGO",1.0
2015-02-28,0.12853513768321817,1.0819373852997842,bull,3,"AAL,AMAT,AVGO",1.0722058821839935
2015-03-31,-0.009046683363233419,1.0721494403561325,bull,3,"AAL,AMAT,AVGO",1.046912504141996
2015-04-30,-0.09635854590904264,0.9688386792862218,bull,3,"AAL,AMAT,AVGO",1.0670381319651796
2015-05-31,0.08669494899872152,1.0528320991749294,bull,3,"AAL,AMAT,AVGO",1.0910295405753119
2015-06-30,-0.06980889132263535,0.9793350575826447,normal,3,"AAL,AMAT,AVGO",1.0639273884114708
2015-07-31,0.03294880659843836,1.0116029789900058,bull,3,"NFLX,NVDA,AVGO",1.1124188977096465
2015-08-31,0.0565156429317657,1.0687743717393154,crash,3,"NFLX,NVDA,AVGO",1.0365021646698376
2015-09-30,0.010344727686441553,1.0798305515732063,normal,3,"NFLX,NVDA,AVGO",1.013623494336277
2015-10-31,0.06822989791308638,1.153507279870478,normal,3,"NFLX,NVDA,AVGO",1.1288715044960043
2015-11-30,0.10511362224493176,1.2747566083435622,normal,3,"NFLX,NVDA,AVGO",1.135744468681423
2015-12-31,0.03599536552051129,1.3206419384105759,normal,3,"NFLX,NVDA,AVGO",1.1176316990577995
2016-01-31,0.0,1.3206419384105759,crash,0,,1.0403984719050818
2016-02-29,0.023589137862068406,1.3517947431621724,normal,3,"NVDA,MU,LRCX",1.0241127758602098
2016-03-31,0.09244762024155186,1.476764950222555,normal,3,"NVDA,MU,LRCX",1.0942912751635996
2016-04-30,-0.020481177439908713,1.4465190652400088,normal,3,"NVDA,MU,LRCX",1.059418418641353
2016-05-31,0.19681351654462598,1.73121356921874,normal,3,"NVDA,MU,LRCX",1.1057149778346802
2016-06-30,0.03170601558382508,1.786103453623319,normal,3,"NVDA,MU,LRCX",1.0805268011548188
2016-07-31,0.10202159093011268,1.9683245695277387,normal,3,"NVDA,MU,LRCX",1.1577936730489373
2016-08-31,0.071263009159187,2.108593301354247,bull,3,"NVDA,AVGO,NTES",1.1699513234446242
2016-09-30,0.06751999890978358,2.2509655187628628,bull,3,"NVDA,AVGO,NTES",1.1958484194439034
2016-10-31,0.02548187341963231,2.308324337183935,normal,3,"NVDA,AVGO,NTES",1.1784220846052003
2016-11-30,0.0681115785950128,2.4655479516988192,normal,3,"NVDA,AVGO,NTES",1.1835593083757188
2016-12-31,0.06007029250053683,2.6136541383314666,bull,3,"NVDA,AVGO,NTES",1.1969601729963366
2017-01-31,0.10615202697308894,2.891098822921954,bull,3,"NVDA,AVGO,NTES",1.258484916570068
2017-02-28,-0.0403484864611962,2.7744473612073075,bull,3,"NVDA,TSCO,LBTYA",1.3135446999931233
2017-03-31,0.014164389193238749,2.8137457134276023,bull,3,"NVDA,TSCO,LBTYA",1.3401684403463143
2017-04-30,-0.050151784165413035,2.6726313457114252,bull,3,"NVDA,TSCO,LBTYA",1.3767145073006628
2017-05-31,0.023886614332503324,2.7364714599193936,bull,3,"NVDA,TSCO,LBTYA",1.4303702382228225
2017-06-30,0.014530233993591952,2.7762330305488088,bull,3,"NVDA,TSCO,LBTYA",1.3972145764775334
2017-07-31,0.06821551709956647,2.965615202316592,bull,3,"NVDA,TSCO,LBTYA",1.453960289686147
2017-08-31,0.014779607935646012,3.0094458322948223,bull,3,"NVDA,CSX,AMZN",1.4841090962743455
2017-09-30,0.033925173542378693,3.1115418044218126,bull,3,"NVDA,CSX,AMZN",1.4797274020991364
2017-10-31,0.07699388304338538,3.35111149019607,bull,3,"NVDA,CSX,AMZN",1.5478901710908954
2017-11-30,0.055488182571378414,3.5370585763811135,bull,3,"NVDA,CSX,AMZN",1.5784102186793307
2017-12-31,-0.016359834286958117,3.4791928842082545,bull,3,"NVDA,CSX,AMZN",1.587929875168162
2018-01-31,0.17774839125238542,4.0976138222330185,bull,3,"NVDA,CSX,AMZN",1.7269857249465255
2018-02-28,-0.026474820240716363,3.9891302328735248,bull,3,"NVDA,CSX,AVGO",1.7046589104322825
2018-03-31,-0.005726148853678328,3.9662878793633825,bull,3,"NVDA,CSX,AVGO",1.6351293443362032
2018-04-30,0.010070313225244747,4.006229640650063,bull,3,"NVDA,CSX,AVGO",1.643400698858721
2018-05-31,0.10082171701888881,4.410144591792368,bull,3,"NVDA,CSX,AVGO",1.7366294566768155
2018-06-30,-0.02730933293755122,4.289706484832369,bull,3,"NVDA,CSX,AVGO",1.7565143194481212
2018-07-31,0.015588515258159873,4.356576639824206,bull,3,"NVDA,CSX,AVGO",1.805633836565663
2018-08-31,0.030642327048599836,4.490072286033989,bull,3,"NVDA,LRCX,CSX",1.9100113128391452
2018-09-30,-0.03833112280515399,4.317962773834002,bull,3,"NVDA,LRCX,CSX",1.904632421352955
2018-10-31,-0.11825649811702982,3.8073356172006965,normal,3,"NVDA,LRCX,CSX",1.740914976127825
2018-11-30,-0.00382666674934011,3.7927662125907764,normal,3,"NVDA,LRCX,CSX",1.736302364142124
2018-12-31,-0.14935213228791902,3.2263084914707694,crash,3,"NVDA,LRCX,CSX",1.5859253050634352
2019-01-31,0.12367780159032139,3.6253312329480605,normal,3,"NVDA,LRCX,CSX",1.7288301132580468
2019-02-28,0.10053384821167627,3.9897997328383097,normal,3,"NVDA,WDC,CSX",1.7805420807910355
2019-03-31,0.051048295095886174,4.193472206973728,bull,3,"NVDA,WDC,CSX",1.8504212239563032
2019-04-30,0.04717209808818969,4.391287089251191,bull,3,"NVDA,WDC,CSX",1.952180482866046
2019-05-31,-0.18147997830879106,3.5943564035462106,normal,3,"NVDA,WDC,CSX",1.7916105442291308
2019-06-30,0.1668781597158985,4.194175985533058,bull,3,"NVDA,WDC,CSX",1.927594218815879
2019-07-31,0.012071924374269231,4.244807760842789,normal,3,"NVDA,WDC,CSX",1.9725995584825204
2019-08-31,0.0,4.244807760842789,normal,0,,1.9351299844068932
2019-09-30,0.0385190284795064,4.408313631872723,normal,3,"NVDA,LRCX,AVGO",1.9528919460561551
2019-10-31,0.12328009101242632,4.951770937621312,bull,3,"NVDA,LRCX,AVGO",2.0384301724727916
2019-11-30,0.047322529094687225,5.186101261887123,bull,3,"NVDA,LRCX,AVGO",2.121382185060192
2019-12-31,0.06023597345514689,5.498491119833861,bull,3,"NVDA,LRCX,AVGO",2.203826736474855
2020-01-31,-0.005766708726737338,5.466782923109227,bull,3,"NVDA,LRCX,AVGO",2.2707887985003308
2020-02-29,-0.01066677837658004,5.408469961235548,crash,3,"NVDA,LRCX,AVGO",2.133237607205686
2020-03-31,0.0,5.408469961235548,crash,0,,1.9778128521927427
2020-04-30,0.12965148711452543,6.109686134723976,normal,3,"WDC,NVDA,CSX",2.2739656826920127
2020-05-31,0.10328439503125117,6.740721370979765,bull,3,"WDC,NVDA,CSX",2.4240675113739742
2020-06-30,0.014263539964148263,6.836867919641922,normal,3,"WDC,NVDA,CSX",2.576460793126363
2020-07-31,0.04640847304273879,7.1541565201873905,bull,3,"WDC,NVDA,CSX",2.7657415128678005
2020-08-31,0.09927839743676083,7.864409714523348,bull,3,"WDC,NVDA,CSX",3.068444400095387
2020-09-30,-0.0007858562198168519,7.858229419234002,bull,3,"WDC,NVDA,CSX",2.8911300480857207
