year,strategy_pct,spy_pct,qqq_pct,edge_pp
2015,-30.1320790360762,1.2342672077436,1.2342672077436,-31.366346243819798
2016,34.795885789716976,11.997907724709055,11.997907724709055,22.797978065007918
2017,24.93935329830672,21.705424517878,21.705424517878,3.2339287804287187
2018,-4.192619377387308,-4.569001297783625,-4.569001297783625,0.3763819203963181
2019,9.34091346212902,31.223845466663256,31.223845466663256,-21.88293200453424
2020,72.61411532881014,18.331634381392135,18.331634381392135,54.28248094741801
2021,32.02628050895859,28.728770997528088,28.728770997528088,3.2975095114305075
2022,2.340936065954957,-18.175373553165997,-18.175373553165997,20.516309619120953
2023,50.190704248814285,26.17579280754527,26.17579280754527,24.014911441269014
2024,40.76996504273771,24.886459603923306,24.886459603923306,15.883505438814405
2025,-29.156720454635597,17.719061307023452,17.719061307023452,-46.875781761659056
